gene_id	gene_length	mff1	mff2	mff3	mff4	mfm1	mfm2	mfm3	mfm4	muf1	muf2	muf3	muf4	mum1	mum2	mum3	mum4
YQE_02148	1277	189	81	89	80	72	87	58	70	115	276	111	132	163	201	123	190
YQE_02149	2295	944	657	681	807	566	653	543	532	608	906	710	582	950	967	826	957
YQE_02150	882	131	107	68	110	84	98	82	79	75	140	95	86	93	128	71	105
YQE_02151	2095	4175	1420	845	1092	840	906	1036	654	1232	6067	1207	961	1166	1350	935	1237
YQE_02152	1507	6365	5947	4371	5484	5080	4850	5258	3605	4007	4560	4958	3768	4877	5367	4360	6098
YQE_02153	1678	368	230	143	109	107	166	79	102	96	200	67	13	50	63	44	35
YQE_02154	1144	85	58	57	70	48	46	52	43	58	74	49	50	60	91	50	73
YQE_02155	7129	5634	4901	5688	6466	8810	8482	7834	6344	5429	3365	4939	3919	5108	7742	6073	8324
YQE_02156	417	3	0	0	1	1	0	1	0	1	54	0	0	0	0	0	0
YQE_02157	1089	2	1	1	0	0	1	0	0	3	87	0	0	0	0	0	0
YQE_02158	720	1104	600	245	328	38	95	349	115	5	78	0	2	9	5	3	18
YQE_02159	2689	65	47	13	29	9	10	38	10	73	36	12	9	28	10	12	85
YQE_02160	1388	424	287	255	349	297	312	282	249	255	420	276	255	353	387	337	407
YQE_02161	2717	2285	1826	1711	1735	1575	2167	2026	1548	2958	2665	3107	2864	3003	4257	2419	2921
YQE_02162	2750	388	275	201	315	321	353	343	264	193	251	239	177	422	280	328	379
YQE_02163	4180	2766	1722	1610	1945	1586	1643	1586	1247	1716	2766	1706	1588	1988	1970	1887	2130
YQE_02164	1180	2695	2090	1115	2393	876	1087	768	613	380	1017	973	433	1695	1478	1727	1838
YQE_02165	720	151	146	51	177	86	79	66	53	59	52	70	30	127	176	64	224
YQE_02166	386	7	0	0	1	0	0	0	0	12	5	0	1	0	0	1	2
YQE_02167	1347	144	102	78	121	100	84	84	89	75	155	64	66	77	93	78	108
YQE_02168	3069	602	375	399	409	334	312	341	261	622	826	538	526	696	716	647	802
YQE_02169	1133	551	495	372	1215	331	609	178	346	341	659	672	1362	546	1514	954	2374
YQE_02170	1122	73	16	13	14	16	10	7	6	25	136	7	8	13	19	11	20
YQE_02171	1687	632	406	344	381	313	285	339	281	325	685	348	309	360	475	353	504
YQE_02172	3052	480	262	298	257	283	298	232	262	401	688	371	264	451	539	403	453
YQE_02173	543	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YQE_02174	1990	28	12	1	1	129	5	1	12	11	138	15	1	2	24	3	21
YQE_02175	3039	0	0	0	0	33	1	1	0	3	2	0	0	219	194	0	83
YQE_02176	1320	388	155	92	124	108	97	129	78	92	443	96	48	106	172	98	171
YQE_02177	2345	84	34	45	41	62	56	47	33	50	83	45	32	82	97	34	67
YQE_02178	609	4	1	1	2	0	0	1	0	5	3	1	0	1	2	0	1
YQE_04697	1593	120	63	63	68	38	38	60	38	84	110	87	79	46	61	40	71
YQE_04698	1106	22587	28026	27135	19135	26471	20635	12904	9069	367	190	169	484	724	1188	1815	1545
YQE_01358	2595	230	135	115	132	173	184	167	111	135	256	137	129	229	241	152	250
YQE_06450	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_06451	200	1299	1252	560	761	1336	1227	1162	938	404	319	417	441	361	599	293	475
YQE_06452	258	19	17	5	14	16	17	10	9	8	3	13	4	2	16	3	9
YQE_04895	204	12	7	6	26	178	169	113	67	12	16	9	4	123	41	53	74
YQE_04896	408	106	52	67	94	73	71	63	68	197	226	191	123	180	183	200	279
YQE_04897	399	8	9	6	16	29	18	16	11	51	31	37	23	57	125	91	154
YQE_04898	1228	456	459	431	455	1526	1276	531	544	239	227	460	531	756	491	704	489
YQE_04899	378	375	214	228	296	404	457	391	390	281	223	215	214	285	378	298	386
YQE_04900	1119	947	675	715	881	1055	1093	1103	1101	766	642	731	714	859	1124	928	1194
YQE_04901	1974	199	81	73	70	76	121	87	101	144	326	126	113	207	244	145	324
YQE_04902	1827	1721	774	721	858	751	848	678	620	759	2218	824	783	1063	1050	1056	1188
YQE_04903	951	180	149	117	114	106	125	112	114	142	181	123	97	174	195	144	189
YQE_04904	918	122	68	66	77	74	83	107	85	91	87	70	51	126	149	72	151
YQE_04905	1527	475	312	311	288	350	402	388	348	352	444	335	272	457	591	309	519
YQE_00815	414	6	3	4	2	7	1	1	1	3	4	2	1	5	1	4	2
YQE_04574	780	1	1	2	5	4	3	0	0	6	4	1	2	2	2	2	3
YQE_11252	993	1713	1250	1082	1180	961	989	1082	794	1306	1697	1615	1112	1362	1568	1309	1696
YQE_09508	4791	494	426	298	461	385	372	362	271	383	410	397	399	452	461	357	494
YQE_00506	558	6	8	4	12	5	2	1	7	6	5	3	4	4	5	5	5
YQE_10316	948	154	108	133	129	122	128	99	87	184	242	182	168	264	249	253	237
YQE_10317	606	62	41	38	32	34	33	53	30	27	44	31	24	30	43	31	29
YQE_10318	273	0	0	0	1	2	0	0	2	0	1	0	0	1	0	0	0
YQE_10319	384	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YQE_10320	3571	23	2	3	2	12	5	8	4	2	8	3	0	6	7	4	13
YQE_10321	129	30	24	21	24	33	27	24	25	22	37	22	8	15	27	16	20
EMDPOG00000000226	124	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EMDPOG00000000200	124	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1
YQE_10322	423	91	51	42	39	49	43	49	45	34	54	27	29	46	53	31	34
YQE_10323	3961	951	515	499	548	463	459	454	344	496	1250	422	320	527	568	535	677
YQE_10324	2121	515	310	263	408	288	320	275	280	273	461	314	253	345	436	285	407
YQE_10325	1251	21	24	31	44	14	19	14	18	33	31	17	37	37	50	31	30
YQE_10326	423	13	8	23	20	6	8	7	6	23	20	14	19	18	33	19	24
YQE_10327	1071	565	330	373	383	269	341	283	255	404	761	396	341	437	430	400	524
YQE_10328	953	55	44	29	41	135	122	132	143	33	39	38	44	61	150	65	110
YQE_10329	531	5	0	1	0	0	0	0	1	4	3	9	1	1	3	0	1
YQE_10330	8142	56	12	52	10	52	46	32	86	150	13	38	28	14	48	18	34
YQE_10331	1767	343	154	143	156	150	153	149	114	254	445	226	196	242	277	181	278
YQE_01153	956	1623	1641	1246	1556	1592	1517	1503	1090	1292	1316	1407	1238	1466	1439	1506	1715
YQE_00478	327	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0
YQE_00550	1560	18	16	11	12	25	14	19	15	24	12	16	13	20	35	31	19
YQE_00551	1257	2	0	1	0	4	1	1	1	0	1	1	0	10	12	3	10
YQE_11834	198	157	98	112	105	104	132	89	88	108	177	80	73	158	173	166	183
YQE_11835	744	583	428	394	459	508	557	469	406	420	614	408	316	635	692	640	729
YQE_11836	1299	528	522	283	482	408	536	571	456	431	805	660	296	444	680	507	716
YQE_01074	720	26	16	18	13	10	15	17	15	15	42	9	8	15	4	7	7
YQE_01075	791	28	29	25	52	21	42	27	18	30	16	49	16	14	23	16	17
YQE_01431	1049	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YQE_00475	598	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YQE_00476	719	3	2	3	0	2	4	2	2	4	3	7	0	7	10	3	10
YQE_00530	3784	435	318	413	493	237	362	309	306	405	431	352	294	319	413	421	385
YQE_02709	939	4	8	4	3	12	12	8	8	6	2	6	4	17	15	13	15
YQE_02237	3288	49	18	18	15	12	22	9	9	47	63	11	7	41	64	17	38
YQE_02238	1635	377	385	302	487	279	379	314	284	162	207	229	176	392	338	350	457
YQE_12666	636	0	0	1	0	1	3	0	1	7	3	1	1	5	3	2	5
YQE_12667	441	36	33	18	24	24	28	32	17	30	38	23	20	40	32	31	38
YQE_12668	1502	37	22	23	39	31	39	28	20	41	34	33	19	39	37	21	25
YQE_12669	970	742	603	545	724	675	683	604	507	761	673	644	605	732	808	705	786
YQE_12670	1652	608	304	270	344	312	340	273	230	306	691	311	234	308	340	290	353
YQE_12671	1307	1501	1055	846	1117	1068	981	1003	741	1112	1665	1324	1044	1195	1266	1050	1414
YQE_12672	4107	2982	2187	2070	2271	2080	2155	1815	1507	2966	3805	3012	2353	3016	3093	2391	3573
YQE_12673	1512	1647	1172	1028	1135	1026	1171	1139	805	1057	1412	1019	861	1117	1312	964	1237
YQE_12674	2868	747	405	390	443	280	330	275	262	496	783	445	392	467	467	427	552
YQE_12675	693	6	7	10	14	13	21	5	5	7	7	6	6	12	14	11	5
YQE_12676	2610	56077	56764	49911	40449	42738	47518	45622	34188	35474	26364	30879	28446	30960	41256	31619	32411
YQE_12677	255	10	3	8	1	10	4	1	3	9	11	1	4	14	8	6	11
YQE_12678	762	8	6	9	9	11	11	3	10	10	17	9	18	36	47	12	18
YQE_12679	465	4977	4620	3845	5468	4431	4828	4811	3430	4630	5516	5841	5285	5383	5987	4876	6435
YQE_12680	2790	218	110	79	93	54	73	75	65	227	438	201	148	228	254	191	254
YQE_12681	4111	353	249	183	228	224	249	240	226	162	129	155	136	238	325	142	221
YQE_12682	4901	134	89	106	122	96	125	87	86	139	201	192	159	334	324	290	362
YQE_12683	1584	255	108	374	826	246	986	136	131	897	2163	1842	988	3330	4599	3904	5493
YQE_12684	5199	614	348	431	429	323	405	294	277	630	789	492	392	646	615	518	637
YQE_12685	821	125	35	8	8	14	14	15	9	22	165	13	9	14	9	18	7
YQE_12686	1977	427	233	221	235	191	225	166	148	247	461	238	175	280	295	243	319
YQE_12687	606	694	556	422	493	553	473	463	367	480	576	528	439	520	596	465	649
YQE_12688	1946	1632	1277	1072	1307	1251	1544	1450	1250	1619	1687	1587	1261	1542	2005	1388	1911
YQE_12689	1005	89	55	38	45	112	49	40	41	66	112	60	53	371	383	63	264
YQE_12690	547	200	163	115	132	125	137	117	86	100	169	136	90	161	200	113	198
YQE_12691	1530	925	621	659	798	667	767	701	576	2016	1565	1564	1563	1365	2054	1215	1722
YQE_12692	1706	2172	1858	1773	2991	2152	2941	2195	1785	3592	2322	3147	3707	3569	3645	3207	3288
YQE_12693	1051	64	34	29	41	33	17	29	32	56	87	41	54	80	85	31	71
YQE_12694	783	3064	2363	2274	2441	2382	2416	2713	2232	1695	1339	1424	1427	1773	2374	1577	1768
YQE_12695	3018	914	508	561	626	503	601	507	416	618	903	414	319	534	553	365	574
YQE_12696	2600	1213	1058	849	968	1045	907	953	718	563	985	751	774	773	846	797	994
YQE_12697	4115	5986	5294	6849	8311	5267	5159	5862	4274	4617	3303	4543	3366	4578	4650	5437	5154
YQE_12698	3321	527	497	551	661	536	564	543	375	660	387	484	435	694	901	653	858
YQE_12699	1596	778	578	585	642	788	798	744	612	532	621	633	383	718	844	601	913
YQE_12700	1332	798	431	356	538	312	302	363	267	446	966	457	364	479	490	445	553
YQE_12701	1412	302	247	177	216	190	184	177	145	143	225	192	82	217	218	224	249
YQE_12702	769	270	208	163	298	256	224	254	198	196	237	190	184	259	267	191	252
YQE_12703	3765	4426	3745	3214	3216	3084	3091	3364	2674	2760	2929	2634	2177	3309	3562	2650	3430
YQE_12704	432	218	136	118	174	125	106	110	78	171	207	164	132	138	140	109	128
YQE_12705	1709	1718	1516	1248	1138	1583	1675	1561	1231	883	670	812	533	664	886	648	811
YQE_12706	489	1	4	1	2	3	1	1	1	2	1	4	0	0	2	1	8
YQE_12707	270	0	1	1	1	0	0	0	1	0	2	2	0	0	0	1	2
YQE_12708	9648	912	164	36	32	42	24	23	21	102	1583	36	27	34	58	34	53
YQE_12709	1337	34	20	28	20	32	25	13	18	85	65	72	35	47	60	62	111
YQE_12710	1365	579	442	477	567	620	617	479	379	570	1304	840	623	1764	1398	1416	2088
YQE_12711	1538	32	13	35	33	72	64	25	25	96	155	88	126	471	579	150	412
YQE_12712	1305	28	11	26	32	25	38	19	11	62	76	46	56	192	272	88	204
YQE_12713	735	2178	1961	2402	3049	2879	2727	2437	1766	3590	2031	2603	2787	2681	3390	2696	3147
YQE_12714	5388	4	2	2	2	7	3	0	3	1	0	2	2	3	4	1	1
EMDPOG00000000153	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMDPOG00000000311	72	0	0	0	2	1	1	2	1	1	1	0	0	1	0	0	1
YQE_12715	714	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
YQE_12716	2784	1248	745	712	877	779	861	716	583	918	1469	973	843	942	1085	799	1218
YQE_12717	2145	975	693	811	970	576	609	507	451	820	1253	1041	844	1179	1109	1393	1555
YQE_12718	447	5	7	7	9	11	4	8	3	29	46	22	19	28	33	18	48
YQE_12719	2866	14265	12656	11566	11000	10193	9223	11226	7760	13943	31370	24289	11089	19678	22228	17805	27870
YQE_12720	817	150	41	48	76	54	42	30	32	152	323	199	99	183	223	150	196
YQE_12721	5827	1924	1818	1340	1440	1820	1863	1755	1643	1441	1372	1014	943	1587	1507	589	1987
YQE_12722	772	61226	60186	36237	36899	39617	51071	37304	38374	12547	10409	13047	12086	15447	19792	13770	15087
YQE_12723	813	23445	24899	21106	18414	20347	22458	16420	17330	9713	7899	10741	8410	12383	14720	14192	11734
YQE_12724	803	13630	14577	14463	13654	17133	15686	12962	11294	9885	7477	10095	7519	14548	14428	14179	11333
YQE_12725	865	1	0	0	0	0	5	1	0	5	1	5	3	1	6	3	7
YQE_12726	750	159	151	197	360	220	169	195	107	262	205	237	161	356	394	241	502
EMDPOG00000000232	107	15	7	7	6	8	12	8	11	8	5	3	7	20	9	8	13
YQE_12727	1740	4	3	3	23	30	60	9	10	13	30	23	58	34	33	64	30
YQE_12728	1708	10320	16462	11641	26223	12565	20210	9604	14474	3112	4616	3774	6408	10734	10364	12756	9824
YQE_12729	2705	28791	33486	21639	32700	47425	50163	39374	45126	5941	6844	10460	12550	15229	13018	15799	13664
YQE_12730	591	1	1	1	0	0	0	0	0	2	2	0	0	1	0	0	0
YQE_12731	1518	29	28	27	17	22	20	16	16	20	24	20	25	24	27	21	29
YQE_12732	474	1	4	3	3	3	9	0	3	4	5	4	6	3	0	1	1
YQE_12733	627	985	1040	1023	845	874	773	607	586	329	607	538	426	365	253	321	284
YQE_12734	606	1042	812	515	294	543	431	290	319	88	116	127	77	53	46	52	41
YQE_12735	10035	229	141	140	89	118	126	52	101	69	87	85	55	107	203	27	109
YQE_12736	2028	764	569	635	809	827	869	711	630	917	667	790	684	967	932	762	768
YQE_12737	1413	1051	817	767	929	738	718	674	607	1297	1726	1335	1218	1745	1368	1400	1848
YQE_12738	564	162	41	44	67	112	88	186	67	274	323	204	184	178	205	121	185
YQE_12739	3840	961	751	886	928	1073	1222	1073	923	863	602	722	533	937	982	750	953
YQE_12740	747	120	93	117	92	108	149	147	115	116	69	85	50	122	128	110	124
YQE_12741	848	3	3	6	5	57	4	4	2	0	0	2	0	446	443	0	253
YQE_12742	492	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1
YQE_12743	756	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0
YQE_12744	1522	560	441	435	376	355	395	334	372	228	268	293	254	322	361	308	386
YQE_12745	1214	50	29	20	36	17	31	15	23	28	58	58	24	36	23	36	51
YQE_12746	1257	0	0	0	1	1	0	0	0	5	4	0	0	0	0	0	0
YQE_12747	1530	8	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0
YQE_12748	2388	647	475	377	440	497	411	427	320	472	652	522	364	596	690	514	669
YQE_12749	4896	767	431	375	437	384	397	352	324	690	1160	696	488	848	738	524	1069
YQE_12750	2335	1872	1515	1220	1272	1548	1796	1573	1441	1038	1423	1184	1430	1605	1805	1069	1610
YQE_12751	1687	406	415	234	272	190	244	259	275	184	196	192	153	143	126	70	204
YQE_12752	3059	1316	1235	453	625	875	829	956	955	618	857	577	469	513	557	212	695
YQE_12753	1812	1454	1482	1074	2459	1896	1963	2424	2297	965	1065	835	822	1102	1062	990	1164
YQE_12754	2961	30560	30082	24046	26956	39431	38920	36271	32822	13640	10733	12734	10864	18565	23494	23269	24420
YQE_12755	1620	144	129	120	131	128	169	111	103	181	197	164	153	228	209	171	226
YQE_12756	394	1023	701	1073	5678	1236	2282	912	1380	223	471	151	1170	298	395	4271	706
YQE_12757	360	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YQE_12758	1367	3739	3522	3577	4354	3519	3347	3261	2379	3947	2975	4411	3835	3741	4168	4037	4557
YQE_12759	393	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
YQE_12760	747	0	1	1	2	3	0	0	0	0	0	1	0	1	1	1	0
YQE_12761	2361	24	12	9	18	18	21	8	17	141	104	42	33	28	44	46	27
YQE_12762	1599	1856	1295	1246	2346	824	862	750	680	1340	1878	1581	1445	1165	1089	1152	1124
YQE_12763	1023	397	296	271	375	356	374	299	229	478	467	398	340	524	536	393	472
YQE_12764	3105	323	224	214	1038	224	530	240	558	280	889	428	400	420	464	1315	541
YQE_12765	6374	134	116	71	129	165	170	163	134	370	239	300	197	309	444	173	382
YQE_12766	1662	39	35	23	24	23	36	20	11	72	51	52	24	34	56	38	36
YQE_12767	2472	1004	224	63	95	49	31	19	24	357	1502	386	151	153	217	228	245
YQE_12768	2010	682	364	245	303	304	296	299	221	224	669	219	171	254	298	224	273
YQE_12769	1692	480	327	334	426	282	309	297	288	413	571	418	329	419	492	338	455
EMDPOG00000000049	73	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
YQE_12770	957	341	190	245	230	159	227	207	176	256	304	223	165	321	336	319	419
YQE_12771	5301	502	345	150	269	215	295	254	263	152	643	237	89	285	227	202	215
YQE_12772	2321	0	1	2	1	44	3	0	1	7	2	2	1	174	251	1	126
YQE_12773	1880	243	240	163	348	252	253	219	170	738	470	380	444	751	407	219	1188
YQE_12774	1849	242	63	46	41	35	45	29	23	85	485	51	53	112	72	59	84
YQE_12775	1293	2178	1481	1303	1503	1353	1285	1394	1064	1427	2371	1670	1211	1611	1708	1564	1975
YQE_12776	1461	7	3	6	6	4	6	2	4	4	7	4	2	7	7	3	6
YQE_12777	604	5903	4181	2142	5930	14699	16095	16591	30044	274	366	601	469	1528	853	697	579
YQE_12778	1023	0	0	0	1	11	0	0	0	0	0	0	0	61	69	0	23
YQE_12779	1764	34	33	13	19	18	38	51	44	104	51	26	16	33	52	31	43
YQE_12780	1812	0	0	0	1	63	1	1	0	0	0	1	1	306	307	0	167
YQE_12781	297	5	5	4	3	3	6	9	4	8	3	0	4	7	7	6	7
YQE_12782	2220	69	61	35	33	52	84	96	71	162	114	60	43	68	90	61	84
YQE_12783	3957	651	378	389	431	303	388	311	294	654	993	579	407	640	760	649	753
YQE_12784	1431	136	123	97	138	97	113	109	86	146	157	135	92	133	174	106	193
YQE_12785	2664	541	389	387	384	310	355	370	289	377	535	400	332	475	568	406	522
YQE_12786	1287	263	185	188	167	149	192	175	127	208	281	238	163	251	252	209	285
YQE_12787	1693	4817	3716	3851	4739	5412	4720	5628	3908	8120	8223	8086	6993	6423	10505	7104	11105
YQE_12788	1644	1344	977	701	743	573	796	631	770	530	1187	921	734	1344	1340	1025	1438
YQE_12789	513	840	608	550	622	491	546	586	460	349	720	444	319	429	546	463	505
YQE_12790	465	2	0	1	2	3	4	1	2	2	1	0	1	5	6	6	1
YQE_12791	829	285	242	264	282	203	284	199	203	372	324	387	332	478	486	554	515
YQE_12792	2026	214	158	184	224	179	180	145	147	384	297	376	305	572	511	438	400
YQE_12793	1344	1145	1007	729	1056	866	895	868	670	973	904	930	678	1101	1245	977	1170
YQE_12794	1962	303	131	147	142	148	143	132	115	268	450	323	227	390	430	222	356
YQE_12795	393	343	256	217	327	239	262	258	180	284	487	331	217	297	349	278	349
YQE_12796	4239	2028	1489	1746	2228	1183	1461	1466	1122	1668	2015	1416	1121	1646	1849	1523	1931
YQE_12797	1582	1332	1010	874	1207	1017	975	998	729	1272	1657	1428	1117	1481	1638	1329	1660
YQE_12798	1447	348	297	262	358	255	235	214	204	394	419	351	260	295	373	311	363
YQE_12799	1703	669	499	372	492	641	539	518	407	398	493	457	482	643	638	555	745
YQE_02609	2955	2060	1383	1898	1433	987	767	605	539	4142	13621	9425	3441	5602	5878	5591	9027
YQE_02610	729	0	0	0	0	21	0	0	0	1	0	0	0	92	110	0	49
YQE_03902	4873	70839	70980	65390	71873	114059	104276	81456	65293	81635	62938	90674	92445	106987	129125	108570	104976
YQE_03903	2258	6320	5634	4757	4878	8729	8000	6077	5473	5628	4983	6071	7176	8668	10176	8521	8552
YQE_03904	1014	339	226	224	272	213	258	225	193	249	321	252	208	270	268	244	293
YQE_03905	798	5	4	3	3	33	12	4	4	18	12	16	12	185	221	8	112
YQE_03906	522	129	37	19	14	13	8	17	8	16	174	13	16	8	10	17	15
YQE_03907	771	473	197	113	125	127	154	119	91	218	755	202	186	199	202	160	213
YQE_03908	1447	1	1	1	2	5	3	1	2	3	4	4	2	3	9	4	4
YQE_03909	769	7	0	5	4	1	4	1	1	6	7	4	17	6	3	9	8
YQE_03910	5463	1025	936	744	891	667	797	880	589	1157	1522	1251	850	1194	1355	1019	1383
YQE_03911	2709	477	315	248	330	278	284	261	258	304	492	315	240	321	404	335	386
YQE_03912	849	237	249	248	181	225	260	226	232	158	92	112	115	140	206	131	137
YQE_00501	1160	144	95	92	114	234	262	227	212	117	101	102	84	227	379	236	286
YQE_00502	588	310	214	199	244	267	278	282	174	194	191	167	153	255	253	206	298
YQE_08958	1158	648	473	396	463	372	385	344	329	544	740	577	494	594	678	517	595
YQE_08959	270	2	2	0	1	1	0	1	2	3	0	2	2	0	2	1	1
YQE_08960	825	2	6	6	3	2	4	4	1	2	0	1	0	5	4	0	0
YQE_08961	636	89	39	62	71	50	51	56	41	72	96	70	60	76	127	68	102
YQE_04159	1824	279	121	212	264	175	271	217	140	518	1166	832	841	738	762	499	1228
YQE_00062	474	123	97	87	112	65	75	58	77	187	468	340	201	246	377	286	356
YQE_01347	303	52	41	52	54	22	20	41	17	49	27	61	35	31	36	37	43
YQE_01348	237	39	45	34	28	25	23	20	22	42	19	46	27	24	18	28	20
YQE_01207	651	87	49	47	49	147	139	138	114	47	78	69	52	153	180	142	174
YQE_02383	579	15	8	3	3	7	9	4	2	3	1	3	2	3	3	5	8
YQE_00884	393	0	0	0	0	9	2	0	0	1	0	0	0	39	37	0	22
YQE_09559	1395	2	1	0	1	2	1	0	2	4	3	2	1	1	1	1	0
YQE_09560	1234	21110	17132	12921	15147	33454	30629	28986	26110	6345	4566	6593	8568	13098	12380	11261	8907
YQE_09561	1193	763	634	454	480	2036	1979	1952	1751	200	163	370	335	687	585	573	460
YQE_00079	282	0	0	0	0	0	0	0	0	1	1	0	0	1	6	0	1
YQE_00212	216	2	2	0	6	1	4	1	0	3	0	0	0	4	0	1	1
YQE_00017	597	18	8	16	15	15	15	8	13	24	47	22	12	24	33	18	35
YQE_12578	714	84	28	19	37	40	23	20	18	29	83	35	18	70	79	24	56
YQE_12579	1016	285	205	207	212	187	210	220	154	192	272	195	170	197	228	150	262
YQE_12580	918	944	1114	893	1921	2012	1681	2247	1240	778	796	1465	1510	1246	1494	1303	2094
YQE_12581	784	948	735	788	1117	1037	952	740	667	779	1074	974	867	875	950	770	998
YQE_12582	1776	3	0	0	3	0	2	0	0	0	3	0	0	3	2	0	0
YQE_12583	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YQE_12584	9320	12	18	23	47	39	46	21	48	163	98	33	12	54	58	43	31
YQE_12585	5391	23	5	2	5	7	11	8	5	5	30	5	7	28	22	5	16
YQE_12586	2796	2	1	0	0	2	0	0	0	0	2	0	0	1	1	0	1
YQE_12587	1323	2	0	0	0	1	1	0	0	1	0	0	0	0	0	1	3
YQE_12588	1143	0	1	3	3	3	3	1	0	2	5	6	1	3	0	3	4
YQE_12589	807	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YQE_12590	738	14	28	29	14	48	49	40	27	2	1	2	1	11	7	3	3
YQE_12591	944	2304	1585	2172	2740	2180	2486	1983	1631	3498	2708	3429	3580	3207	3942	2807	3205
YQE_12592	1083	1965	1313	1889	2234	1401	1631	1547	1178	3103	2263	3004	3063	2827	3299	2642	2947
YQE_12593	672	3	1	3	12	6	7	5	4	2	0	0	1	1	2	0	3
YQE_12594	2520	608	342	455	494	252	401	230	218	496	814	477	499	590	543	697	603
YQE_12595	1732	1765	1482	1214	1529	1306	1359	1272	1132	950	1286	1143	1008	1261	1333	1065	1464
YQE_12596	1412	1980	456	20	11	8	16	10	4	28	2464	10	5	4	5	6	6
YQE_12597	717	7	13	22	16	12	17	5	10	24	5	12	8	14	13	14	13
YQE_12598	1374	2	0	0	1	0	1	0	4	14	5	0	0	0	0	0	0
YQE_12599	930	411	290	210	293	280	256	265	234	265	463	260	263	292	340	301	366
YQE_12600	952	1813	1418	1227	1541	1569	1738	1567	1464	908	994	883	760	1052	1429	994	1046
YQE_12601	985	389	173	133	117	239	202	171	146	68	315	106	84	89	108	91	116
YQE_12602	1617	460	288	297	318	358	267	272	219	309	532	355	306	388	450	391	461
YQE_12603	870	162	121	77	87	83	69	83	56	140	269	160	95	116	141	112	131
YQE_12604	10740	2757	1652	1612	2022	1258	1383	1393	1304	2234	4010	2084	1829	1912	2183	1641	2336
YQE_12605	1363	11132	8267	4474	5699	1771	1838	1913	1713	1902	2511	3005	2250	3057	2548	2942	3021
YQE_12606	480	79	48	61	68	46	43	53	39	94	71	58	61	86	86	72	75
YQE_12607	992	906	759	646	866	599	565	731	546	1034	1033	1001	943	1064	1095	931	1281
YQE_12608	845	422	377	333	442	400	407	354	282	317	337	344	258	310	392	313	401
YQE_12609	1782	829	404	443	436	453	476	370	353	512	715	423	332	520	695	392	633
YQE_12610	1342	811	728	553	962	413	406	526	336	617	535	419	407	419	477	394	733
YQE_12611	2080	981	674	502	725	439	633	472	585	377	623	572	320	664	748	599	759
YQE_12612	3651	2504	1996	1935	2311	2724	2661	2340	2063	1811	1684	1361	1240	1827	1870	1682	2000
YQE_12613	1222	703	391	358	502	385	368	496	312	540	873	515	407	439	574	459	597
YQE_12614	1689	44	34	16	33	29	31	34	30	37	60	38	23	55	50	35	58
YQE_12615	634	9	5	4	2	14	2	2	2	6	5	4	9	65	79	9	54
YQE_12616	1257	93	45	34	35	42	23	32	32	38	123	35	35	42	53	27	50
YQE_12617	842	97	70	64	101	60	77	60	59	82	121	92	88	139	127	119	157
YQE_12618	1391	90	43	56	71	73	89	73	50	112	91	96	68	115	134	97	102
YQE_12619	1401	458	283	298	348	388	360	340	232	395	411	419	341	484	530	336	492
YQE_12620	2592	991	515	509	647	679	772	595	536	662	1472	661	661	1030	855	774	1258
YQE_12621	1351	163	158	93	107	200	150	58	74	127	285	297	164	269	220	168	278
YQE_12622	768	2	2	5	7	4	5	2	5	9	50	69	24	9	17	12	11
YQE_12623	2706	1888	1533	1501	1745	1718	1606	1472	1338	1419	1709	1448	1296	1649	1940	1580	2059
YQE_12624	601	1	5	5	8	3	0	1	4	0	2	0	1	1	1	3	2
YQE_12625	729	2	4	4	3	8	8	2	6	5	5	0	4	2	4	3	6
YQE_12626	700	277	229	203	380	243	289	248	185	338	413	313	397	489	453	358	458
YQE_12627	1532	1061	739	610	987	1015	955	810	701	740	1052	905	843	1250	1384	1048	1523
YQE_12628	2089	2053	1717	1513	2099	1590	1439	1649	1204	1696	1817	1788	1608	1820	1933	1722	2417
YQE_12629	1568	345	282	225	326	266	232	229	190	184	392	209	183	398	503	195	324
YQE_12630	1053	304	175	158	153	187	164	175	134	206	340	152	124	191	204	157	207
YQE_12631	698	1688	1491	1114	1534	1509	1351	1418	1016	1142	1339	1296	1060	1234	1474	1064	1630
YQE_12632	1257	15	11	3	8	10	23	20	17	2	5	2	1	6	11	2	7
